,location,rating,number_of_reviews,date,trip type
0,서귀포,4.0,16건,2019년 10월,커플로 여행함
1,,,,2016년 10월,친구와 여행함
2,,,,2017년 8월,나 혼자 여행함
3,,,,2017년 1월,나 혼자 여행함
4,,,,2016년 3월,커플로 여행함
5,,,,2015년 10월,친구와 여행함
6,,,,2015년 9월,가족과 여행함
7,,,,2018년 3월,나 혼자 여행함
