,location,rating,number_of_reviews,date,trip type
0,제주 조천읍 북촌리 976,4.0,26건,2016년 10월,친구와 여행함
1,,,,2017년 3월,가족과 여행함
2,,,,2016년 4월,가족과 여행함
3,,,,2015년 5월,가족과 여행함
4,,,,2016년 1월,친구와 여행함
5,,,,2015년 8월,나 혼자 여행함
