,location,rating,number_of_reviews,date,trip type
671,,,,2015년 11월,나 혼자 여행함
672,,,,2016년 1월,친구와 여행함
673,,,,2016년 1월,커플로 여행함
674,,,,2015년 6월,커플로 여행함
675,,,,2015년 12월,커플로 여행함
676,,,,2015년 12월,가족과 여행함
677,,,,2015년 1월,가족과 여행함
678,,,,2015년 12월,친구와 여행함
679,,,,2015년 12월,가족과 여행함
680,,,,2015년 11월,커플로 여행함
681,,,,2015년 10월,커플로 여행함
682,,,,2015년 5월,가족과 여행함
683,,,,2015년 9월,친구와 여행함
684,,,,2015년 11월,커플로 여행함
685,,,,2015년 11월,가족과 여행함
686,,,,2015년 10월,커플로 여행함
687,,,,2015년 10월,가족과 여행함
688,,,,2015년 11월,가족과 여행함
689,,,,2015년 11월,가족과 여행함
690,,,,2015년 11월,커플로 여행함
691,,,,2015년 11월,가족과 여행함
692,,,,2015년 10월,친구와 여행함
693,,,,2015년 11월,커플로 여행함
694,,,,2015년 10월,가족과 여행함
695,,,,2015년 10월,친구와 여행함
696,,,,2015년 10월,나 혼자 여행함
697,,,,2015년 11월,친구와 여행함
698,,,,2015년 10월,친구와 여행함
699,,,,2015년 9월,가족과 여행함
700,,,,2015년 11월,커플로 여행함
701,,,,2015년 10월,친구와 여행함
702,,,,2015년 10월,커플로 여행함
703,,,,2015년 6월,친구와 여행함
704,,,,2015년 10월,커플로 여행함
705,,,,2015년 4월,커플로 여행함
706,,,,2015년 10월,커플로 여행함
707,,,,2015년 10월,커플로 여행함
708,,,,2015년 10월,친구와 여행함
709,,,,2015년 9월,친구와 여행함
710,,,,2015년 7월,친구와 여행함
711,,,,2015년 9월,커플로 여행함
712,,,,2015년 10월,친구와 여행함
713,,,,2015년 8월,커플로 여행함
714,,,,2015년 10월,친구와 여행함
715,,,,2015년 4월,가족과 여행함
716,,,,2015년 10월,커플로 여행함
717,,,,2015년 10월,
718,,,,2015년 9월,
719,,,,2014년 10월,
720,,,,2015년 9월,
721,,,,2015년 8월,
722,,,,2014년 10월,
723,,,,2015년 8월,
724,,,,2015년 8월,
725,,,,2015년 8월,
726,,,,2015년 4월,
727,,,,2014년 10월,
728,,,,2015년 7월,
729,,,,2015년 7월,
730,,,,2014년 10월,
731,,,,2015년 6월,
732,,,,2015년 7월,
733,,,,2015년 6월,
734,,,,2015년 5월,
735,,,,2015년 6월,
736,,,,2015년 6월,
737,,,,2015년 5월,
738,,,,2015년 6월,
739,,,,2015년 5월,
740,,,,2015년 5월,
741,,,,2015년 5월,
742,,,,2015년 5월,
743,,,,2015년 5월,
744,,,,2015년 4월,
745,,,,2014년 12월,
746,,,,2015년 5월,
747,,,,2015년 5월,
748,,,,2014년 6월,
749,,,,2015년 4월,
750,,,,2015년 4월,
751,,,,2015년 4월,
752,,,,2015년 4월,
753,,,,2015년 4월,
754,,,,2015년 4월,
755,,,,2015년 4월,
756,,,,2015년 4월,
757,,,,2015년 4월,
758,,,,2015년 4월,
759,,,,2015년 4월,
760,,,,2015년 3월,
761,,,,2015년 1월,
762,,,,2015년 4월,
763,,,,2015년 3월,
764,,,,2014년 12월,
765,,,,2015년 3월,
766,,,,2015년 3월,
767,,,,2015년 2월,
768,,,,2015년 2월,
769,,,,2014년 12월,
770,,,,2014년 6월,
771,,,,2014년 12월,
772,,,,2014년 11월,
773,,,,2015년 1월,
774,,,,2014년 12월,
775,,,,2014년 10월,
776,,,,2014년 4월,
777,,,,2014년 12월,
778,,,,2014년 9월,
779,,,,2014년 12월,
780,,,,2014년 8월,
781,,,,2014년 11월,
782,,,,2014년 11월,
783,,,,2014년 11월,
784,,,,2014년 11월,
785,,,,2014년 11월,
786,,,,2014년 10월,
787,,,,2014년 6월,
788,,,,2014년 10월,
789,,,,2014년 10월,
790,,,,2014년 10월,
791,,,,2014년 10월,
792,,,,2014년 10월,
793,,,,2014년 8월,
794,,,,2014년 10월,
795,,,,2014년 9월,
796,,,,2014년 10월,
797,,,,2014년 5월,
798,,,,2014년 10월,
799,,,,2014년 9월,
800,,,,2014년 10월,
801,,,,2014년 3월,
802,,,,2014년 5월,
803,,,,2014년 10월,
804,,,,2014년 9월,
805,,,,2014년 9월,
806,,,,2014년 9월,
807,,,,2014년 9월,
808,,,,2014년 8월,
809,,,,2014년 7월,
810,,,,2014년 5월,
811,,,,2014년 5월,
812,,,,2014년 6월,
813,,,,2014년 5월,
814,,,,2014년 4월,
815,,,,2014년 4월,
