,location,rating,number_of_reviews,date,trip type
81,,,,2017년 3월,나 혼자 여행함
82,,,,2017년 3월,친구와 여행함
83,,,,2016년 12월,나 혼자 여행함
84,,,,2017년 2월,친구와 여행함
85,,,,2017년 1월,나 혼자 여행함
86,,,,2016년 10월,커플로 여행함
87,,,,2017년 2월,나 혼자 여행함
88,,,,2017년 1월,가족과 여행함
89,,,,2017년 1월,커플로 여행함
90,,,,2017년 1월,친구와 여행함
91,,,,2016년 12월,친구와 여행함
92,,,,2017년 1월,가족과 여행함
93,,,,2016년 2월,친구와 여행함
94,,,,2017년 1월,친구와 여행함
95,,,,2016년 12월,커플로 여행함
96,,,,2016년 12월,친구와 여행함
97,,,,2016년 2월,가족과 여행함
98,,,,2016년 12월,가족과 여행함
99,,,,2016년 1월,커플로 여행함
100,,,,2016년 11월,나 혼자 여행함
101,,,,2015년 12월,가족과 여행함
102,,,,2016년 11월,커플로 여행함
103,,,,2016년 4월,나 혼자 여행함
104,,,,2016년 10월,커플로 여행함
105,,,,2016년 9월,친구와 여행함
106,,,,2016년 10월,가족과 여행함
107,,,,2016년 1월,커플로 여행함
108,,,,2016년 5월,친구와 여행함
109,,,,2016년 9월,가족과 여행함
110,,,,2015년 10월,가족과 여행함
111,,,,2016년 9월,나 혼자 여행함
112,,,,2016년 6월,가족과 여행함
113,,,,2015년 12월,나 혼자 여행함
114,,,,2016년 8월,친구와 여행함
115,,,,2015년 8월,나 혼자 여행함
116,,,,2016년 4월,가족과 여행함
117,,,,2016년 5월,커플로 여행함
118,,,,2016년 7월,나 혼자 여행함
119,,,,2015년 8월,커플로 여행함
120,,,,2016년 5월,친구와 여행함
121,,,,2016년 4월,친구와 여행함
122,,,,2016년 4월,친구와 여행함
123,,,,2015년 6월,가족과 여행함
124,,,,2016년 3월,친구와 여행함
125,,,,2016년 4월,친구와 여행함
126,,,,2016년 4월,커플로 여행함
127,,,,2016년 4월,친구와 여행함
128,,,,2016년 2월,친구와 여행함
129,,,,2015년 7월,친구와 여행함
130,,,,2016년 3월,가족과 여행함
131,,,,2015년 11월,가족과 여행함
132,,,,2016년 4월,친구와 여행함
133,,,,2016년 4월,나 혼자 여행함
134,,,,2015년 9월,커플로 여행함
135,,,,2015년 8월,나 혼자 여행함
136,,,,2016년 1월,가족과 여행함
137,,,,2016년 2월,가족과 여행함
138,,,,2016년 2월,친구와 여행함
139,,,,2015년 3월,가족과 여행함
140,,,,2016년 2월,커플로 여행함
141,,,,2015년 11월,친구와 여행함
142,,,,2015년 10월,친구와 여행함
143,,,,2016년 1월,나 혼자 여행함
144,,,,2016년 1월,출장 목적으로 여행함
145,,,,2016년 1월,친구와 여행함
146,,,,2015년 7월,가족과 여행함
147,,,,2015년 9월,커플로 여행함
148,,,,2015년 9월,출장 목적으로 여행함
149,,,,2015년 2월,나 혼자 여행함
150,,,,2016년 1월,가족과 여행함
151,,,,2016년 1월,친구와 여행함
152,,,,2015년 10월,친구와 여행함
153,,,,2015년 12월,가족과 여행함
154,,,,2015년 11월,친구와 여행함
155,,,,2015년 1월,커플로 여행함
156,,,,2015년 1월,나 혼자 여행함
157,,,,2015년 9월,친구와 여행함
158,,,,2015년 11월,가족과 여행함
159,,,,2015년 1월,가족과 여행함
160,,,,2014년 12월,가족과 여행함
161,,,,2015년 11월,친구와 여행함
162,,,,2015년 11월,커플로 여행함
163,,,,2015년 10월,가족과 여행함
164,,,,2015년 11월,친구와 여행함
165,,,,2014년 11월,커플로 여행함
166,,,,2015년 10월,친구와 여행함
167,,,,2015년 8월,친구와 여행함
168,,,,2015년 7월,나 혼자 여행함
169,,,,2015년 9월,가족과 여행함
170,,,,2015년 1월,나 혼자 여행함
171,,,,2014년 12월,가족과 여행함
172,,,,2015년 3월,가족과 여행함
173,,,,2015년 9월,나 혼자 여행함
174,,,,2015년 8월,나 혼자 여행함
175,,,,2015년 8월,커플로 여행함
176,,,,2014년 12월,커플로 여행함
177,,,,2015년 4월,커플로 여행함
178,,,,2015년 6월,친구와 여행함
179,,,,2015년 6월,친구와 여행함
180,,,,2015년 7월,친구와 여행함
181,,,,2014년 10월,커플로 여행함
182,,,,2015년 7월,출장 목적으로 여행함
183,,,,2015년 4월,나 혼자 여행함
184,,,,2015년 4월,커플로 여행함
185,,,,2015년 5월,나 혼자 여행함
186,,,,2014년 12월,친구와 여행함
187,,,,2013년 8월,친구와 여행함
188,,,,2013년 9월,커플로 여행함
189,,,,2013년 4월,커플로 여행함
190,,,,2012년 4월,나 혼자 여행함
191,,,,2019년 10월,가족과 여행함
192,,,,2019년 9월,친구와 여행함
193,,,,2019년 9월,커플로 여행함
194,,,,2019년 7월,가족과 여행함
195,,,,2019년 6월,나 혼자 여행함
196,,,,2019년 4월,가족과 여행함
197,,,,2018년 12월,가족과 여행함
198,,,,2018년 11월,나 혼자 여행함
199,,,,2018년 11월,친구와 여행함
200,,,,2018년 1월,나 혼자 여행함
201,,,,2018년 7월,친구와 여행함
202,,,,2018년 6월,가족과 여행함
203,,,,2017년 6월,친구와 여행함
204,,,,2017년 6월,커플로 여행함
205,,,,2017년 6월,나 혼자 여행함
206,,,,2017년 5월,가족과 여행함
207,,,,2017년 5월,커플로 여행함
208,,,,2016년 12월,나 혼자 여행함
209,,,,2016년 6월,친구와 여행함
210,,,,2017년 5월,가족과 여행함
211,,,,2017년 4월,나 혼자 여행함
212,,,,2017년 3월,커플로 여행함
213,,,,2017년 3월,친구와 여행함
214,,,,2017년 3월,친구와 여행함
215,,,,2016년 12월,나 혼자 여행함
216,,,,2016년 12월,친구와 여행함
217,,,,2016년 3월,가족과 여행함
218,,,,2017년 1월,친구와 여행함
219,,,,2017년 1월,커플로 여행함
220,,,,2017년 1월,커플로 여행함
221,,,,2016년 12월,커플로 여행함
222,,,,2016년 11월,가족과 여행함
223,,,,2016년 5월,가족과 여행함
224,,,,2016년 7월,커플로 여행함
225,,,,2016년 10월,친구와 여행함
226,,,,2016년 10월,커플로 여행함
227,,,,2016년 10월,가족과 여행함
228,,,,2016년 8월,친구와 여행함
229,,,,2016년 10월,친구와 여행함
230,,,,2016년 10월,커플로 여행함
231,,,,2016년 10월,친구와 여행함
232,,,,2016년 10월,친구와 여행함
233,,,,2016년 9월,가족과 여행함
234,,,,2016년 8월,친구와 여행함
235,,,,2016년 8월,친구와 여행함
236,,,,2016년 8월,커플로 여행함
237,,,,2016년 8월,출장 목적으로 여행함
238,,,,2016년 8월,가족과 여행함
239,,,,2016년 8월,커플로 여행함
240,,,,2016년 7월,친구와 여행함
241,,,,2016년 3월,친구와 여행함
242,,,,2016년 7월,커플로 여행함
243,,,,2016년 7월,가족과 여행함
244,,,,2016년 7월,커플로 여행함
245,,,,2016년 6월,가족과 여행함
246,,,,2016년 6월,친구와 여행함
247,,,,2016년 5월,커플로 여행함
248,,,,2015년 7월,커플로 여행함
249,,,,2015년 6월,가족과 여행함
250,,,,2016년 5월,커플로 여행함
251,,,,2016년 5월,가족과 여행함
252,,,,2016년 4월,커플로 여행함
253,,,,2016년 4월,친구와 여행함
254,,,,2016년 4월,친구와 여행함
255,,,,2016년 4월,친구와 여행함
256,,,,2016년 4월,커플로 여행함
257,,,,2016년 4월,친구와 여행함
258,,,,2016년 3월,친구와 여행함
259,,,,2016년 3월,커플로 여행함
260,,,,2016년 2월,친구와 여행함
261,,,,2015년 6월,친구와 여행함
262,,,,2015년 12월,커플로 여행함
263,,,,2016년 2월,커플로 여행함
264,,,,2016년 2월,나 혼자 여행함
265,,,,2015년 12월,커플로 여행함
266,,,,2016년 1월,커플로 여행함
267,,,,2015년 10월,커플로 여행함
268,,,,2015년 12월,나 혼자 여행함
269,,,,2016년 1월,친구와 여행함
270,,,,2015년 5월,커플로 여행함
271,,,,2015년 5월,친구와 여행함
272,,,,2015년 12월,나 혼자 여행함
273,,,,2015년 10월,친구와 여행함
274,,,,2015년 11월,가족과 여행함
275,,,,2015년 10월,친구와 여행함
276,,,,2015년 11월,커플로 여행함
277,,,,2015년 11월,가족과 여행함
278,,,,2015년 11월,나 혼자 여행함
279,,,,2015년 11월,커플로 여행함
280,,,,2015년 11월,친구와 여행함
281,,,,2015년 10월,가족과 여행함
282,,,,2015년 11월,커플로 여행함
283,,,,2015년 10월,나 혼자 여행함
284,,,,2015년 10월,친구와 여행함
285,,,,2015년 10월,가족과 여행함
286,,,,2015년 10월,친구와 여행함
287,,,,2015년 10월,친구와 여행함
288,,,,2015년 10월,커플로 여행함
289,,,,2015년 10월,커플로 여행함
290,,,,2015년 9월,친구와 여행함
291,,,,2015년 10월,커플로 여행함
292,,,,2015년 9월,나 혼자 여행함
293,,,,2015년 10월,커플로 여행함
294,,,,2015년 9월,친구와 여행함
295,,,,2015년 10월,나 혼자 여행함
296,,,,2015년 10월,친구와 여행함
297,,,,2015년 8월,친구와 여행함
298,,,,2015년 9월,커플로 여행함
299,,,,2015년 8월,친구와 여행함
300,,,,2015년 4월,친구와 여행함
301,,,,2015년 7월,커플로 여행함
302,,,,2015년 5월,출장 목적으로 여행함
303,,,,2015년 8월,가족과 여행함
304,,,,2015년 5월,커플로 여행함
305,,,,2015년 8월,커플로 여행함
306,,,,2015년 5월,커플로 여행함
307,,,,2015년 7월,친구와 여행함
308,,,,2015년 7월,친구와 여행함
309,,,,2015년 5월,가족과 여행함
310,,,,2015년 4월,출장 목적으로 여행함
311,,,,2015년 6월,가족과 여행함
312,,,,2015년 5월,
313,,,,2015년 6월,
314,,,,2015년 6월,
315,,,,2015년 5월,
316,,,,2015년 5월,
317,,,,2015년 5월,
318,,,,2015년 4월,
319,,,,2015년 5월,
320,,,,2015년 4월,
321,,,,2015년 4월,
322,,,,2015년 4월,
323,,,,2015년 4월,
324,,,,2015년 1월,
325,,,,2014년 5월,
326,,,,2015년 3월,
327,,,,2015년 1월,
328,,,,2015년 1월,
329,,,,2014년 11월,
330,,,,2015년 1월,
331,,,,2014년 12월,
332,,,,2014년 10월,
333,,,,2014년 12월,
334,,,,2014년 12월,
335,,,,2014년 11월,
336,,,,2014년 10월,
337,,,,2014년 10월,
338,,,,2014년 9월,
339,,,,2014년 8월,
340,,,,2014년 9월,
341,,,,2014년 9월,
342,,,,2014년 7월,
343,,,,2013년 8월,
344,,,,2014년 4월,
